Sl.No.,GLIMS_ID,Glacier_ID,Longitude,Latitude,Area_sqKM,Elev_Max(m),Elev_Min(m),Elev_Mean(m),Slope_Max(degree),Slope_Mean(degree),Slope_Min(degree),Aspect(degree),Basin,index_right,HYBAS_L12,LENGTH_KM,DIST_DN_KM,DIST_UP_KM,CATCH_SKM,DIS_AV_CMS,ORD_STRA
589,G090326E28112N,PPhgr16_302,90.326,28.112,4.728,5924,4510,5257.0,81.0,21.0,0.0,173.0,Pho Chhu,83517,4121462240,2.6107692260008593,723.923081618089,9.723076967092661,11.202307756130512,1.0236923006864695,2.0
590,G090345E28098N,PPhgr16_303,90.345,28.098,0.274,5567,5220,5385.0,76.0,18.0,0.0,182.0,Pho Chhu,83517,4121462240,2.6107692260008593,723.923081618089,9.723076967092661,11.202307756130512,1.0236923006864695,2.0
591,G090351E28083N,PPhgr16_304,90.351,28.083,7.058,6422,4698,5324.0,78.0,27.0,0.0,245.0,Pho Chhu,83517,4121462240,2.6107692260008593,723.923081618089,9.723076967092661,11.202307756130512,1.0236923006864695,2.0
592,G090356E28064N,PPhgr16_305,90.356,28.064,2.797,6306,4996,5582.0,71.0,19.0,0.0,231.0,Pho Chhu,83517,4121462240,2.6107692260008593,723.923081618089,9.723076967092661,11.202307756130512,1.0236923006864695,2.0
593,G090342E28054N,PPhgr16_306,90.342,28.054,0.653,5397,5136,5285.0,52.0,20.0,0.0,243.0,Pho Chhu,83517,4121462240,2.6107692260008593,723.923081618089,9.723076967092661,11.202307756130512,1.0236923006864695,2.0
594,G090329E28052N,PPhgr16_307,90.329,28.052,0.733,5534,5088,5290.0,78.0,20.0,0.0,111.0,Pho Chhu,83517,4121462240,2.6107692260008593,723.923081618089,9.723076967092661,11.202307756130512,1.0236923006864695,2.0
595,G090318E28050N,PPhgr16_308,90.318,28.05,0.657,5520,5235,5349.0,61.0,19.0,0.0,258.0,Pho Chhu,83517,4121462240,2.6107692260008593,723.923081618089,9.723076967092661,11.202307756130512,1.0236923006864695,2.0
596,G090301E27984N,PPhgr16_321,90.301,27.984,1.375,5782,5343,5522.0,62.0,15.0,0.0,145.0,Pho Chhu,83474,4121462660,2.9811764587374294,715.4764727424173,12.094117809744443,12.610588438370648,1.807941176873796,3.0
597,G090275E27983N,PPhgr16_322,90.275,27.983,3.704,5657,5150,5372.0,64.0,16.0,0.0,234.0,Pho Chhu,83474,4121462660,2.9811764587374294,715.4764727424173,12.094117809744443,12.610588438370648,1.807941176873796,3.0
598,G090256E27986N,PPhgr16_326,90.256,27.986,0.332,5628,5321,5464.0,60.0,25.0,1.0,85.0,Pho Chhu,83474,4121462660,2.9811764587374294,715.4764727424173,12.094117809744443,12.610588438370648,1.807941176873796,3.0
599,G090253E27995N,PPhgr16_328,90.253,27.995,0.112,5572,5365,5464.0,62.0,23.0,1.0,96.0,Pho Chhu,83474,4121462660,2.9811764587374294,715.4764727424173,12.094117809744443,12.610588438370648,1.807941176873796,3.0
600,G090313E28024N,PPhgr16_310,90.313,28.024,8.755,5835,5353,5545.0,76.0,12.0,0.0,190.0,Pho Chhu,83517,4121462240,2.6107692260008593,723.923081618089,9.723076967092661,11.202307756130512,1.0236923006864695,2.0
601,G090289E28017N,PPhgr16_314,90.289,28.017,0.699,5684,5336,5500.0,67.0,16.0,0.0,246.0,Pho Chhu,83474,4121462660,2.9811764587374294,715.4764727424173,12.094117809744443,12.610588438370648,1.807941176873796,3.0
602,G090298E28008N,PPhgr16_311,90.298,28.008,0.531,5786,5431,5565.0,69.0,19.0,1.0,160.0,Pho Chhu,83474,4121462660,2.9811764587374294,715.4764727424173,12.094117809744443,12.610588438370648,1.807941176873796,3.0
603,G090281E28025N,PPhgr16_315,90.281,28.025,0.44,5687,5238,5500.0,67.0,22.0,0.0,248.0,Pho Chhu,83474,4121462660,2.9811764587374294,715.4764727424173,12.094117809744443,12.610588438370648,1.807941176873796,3.0
604,G090280E28032N,PPhgr16_316,90.28,28.032,0.504,5673,5326,5492.0,57.0,18.0,0.0,260.0,Pho Chhu,83474,4121462660,2.9811764587374294,715.4764727424173,12.094117809744443,12.610588438370648,1.807941176873796,3.0
605,G090281E28042N,PPhgr16_317,90.281,28.042,1.514,5562,5182,5376.0,62.0,19.0,0.0,231.0,Pho Chhu,83517,4121462240,2.6107692260008593,723.923081618089,9.723076967092661,11.202307756130512,1.0236923006864695,2.0
606,G090092E27962N,PPhgr16_354,90.092,27.962,0.033,5368,5255,5304.0,66.0,30.0,5.0,91.0,Pho Chhu,83290,4120833800,5.3414285864148825,682.3285784040179,19.95714282989502,23.87857151031494,1.9377142744404932,3.0
607,G090096E27965N,PPhgr16_353,90.096,27.965,0.284,5428,5187,5327.0,70.0,20.0,0.0,139.0,Pho Chhu,83290,4120833800,5.3414285864148825,682.3285784040179,19.95714282989502,23.87857151031494,1.9377142744404932,3.0
608,G090107E27968N,PPhgr16_352,90.107,27.968,0.622,5486,4971,5204.0,64.0,22.0,0.0,105.0,Pho Chhu,83290,4120833800,5.3414285864148825,682.3285784040179,19.95714282989502,23.87857151031494,1.9377142744404932,3.0
609,G090103E27974N,PPhgr16_351,90.103,27.974,0.059,5478,5316,5395.0,59.0,25.0,1.0,117.0,Pho Chhu,83345,4120831430,3.1844444341129727,698.5999891493055,21.377778159247505,14.886666350894505,6.373111138741176,3.0
610,G090110E27978N,PPhgr16_349,90.11,27.978,0.649,5454,5164,5326.0,66.0,18.0,0.0,160.0,Pho Chhu,83290,4120833800,5.3414285864148825,682.3285784040179,19.95714282989502,23.87857151031494,1.9377142744404932,3.0
611,G090119E27974N,PPhgr16_348,90.119,27.974,0.504,5484,5112,5281.0,69.0,19.0,0.0,204.0,Pho Chhu,83290,4120833800,5.3414285864148825,682.3285784040179,19.95714282989502,23.87857151031494,1.9377142744404932,3.0
612,G090124E27967N,PPhgr16_347,90.124,27.967,0.052,5284,5108,5183.0,72.0,24.0,1.0,215.0,Pho Chhu,83290,4120833800,5.3414285864148825,682.3285784040179,19.95714282989502,23.87857151031494,1.9377142744404932,3.0
613,G090132E27967N,PPhgr16_346,90.132,27.967,0.029,5452,5289,5376.0,64.0,34.0,7.0,118.0,Pho Chhu,83290,4120833800,5.3414285864148825,682.3285784040179,19.95714282989502,23.87857151031494,1.9377142744404932,3.0
614,G090130E27973N,PPhgr16_345,90.13,27.973,0.526,5503,5082,5314.0,74.0,25.0,1.0,88.0,Pho Chhu,83374,4121464520,2.7419999996821085,697.2933390299479,8.6666667620341,10.820666563510894,0.5488666643699011,3.0
639,G090226E27920N,PPhgr16_379,90.226,27.92,1.992,5515,5158,5362.0,59.0,12.0,0.0,226.0,Pho Chhu,83374,4121464520,2.7419999996821085,697.2933390299479,8.6666667620341,10.820666563510894,0.5488666643699011,3.0
640,G090221E27910N,PPhgr16_378,90.221,27.91,1.031,5584,4929,5267.0,64.0,20.0,1.0,256.0,Pho Chhu,83374,4121464520,2.7419999996821085,697.2933390299479,8.6666667620341,10.820666563510894,0.5488666643699011,3.0
641,G090256E27907N,PPhgr16_363,90.256,27.907,0.279,5568,5225,5423.0,61.0,27.0,0.0,75.0,Pho Chhu,83744,4121467150,2.7750000059604645,779.7333272298177,8.416666587193808,13.446666558583578,0.2948333335419497,2.0
642,G090293E28007N,PPhgr16_312,90.293,28.007,0.103,5695,5449,5579.0,65.0,25.0,1.0,197.0,Pho Chhu,83474,4121462660,2.9811764587374294,715.4764727424173,12.094117809744443,12.610588438370648,1.807941176873796,3.0
643,G090028E28124N,PPhgr16_275,90.028,28.124,0.052,5403,5235,5319.0,65.0,31.0,3.0,219.0,Pho Chhu,83391,4120829950,6.052000010013581,706.3800048828125,11.960000038146973,21.89000008106232,0.7602000147104264,2.0
644,G090031E28124N,PPhgr16_276,90.031,28.124,0.092,5502,5270,5372.0,64.0,34.0,3.0,161.0,Pho Chhu,83391,4120829950,6.052000010013581,706.3800048828125,11.960000038146973,21.89000008106232,0.7602000147104264,2.0
645,G090300E28138N,PPhgr16_300,90.3,28.138,2.359,6409,5690,6150.0,86.0,24.0,0.0,179.0,Pho Chhu,83517,4121462240,2.6107692260008593,723.923081618089,9.723076967092661,11.202307756130512,1.0236923006864695,2.0
646,G090286E28010N,PPhgr16_313,90.286,28.01,0.471,5630,5278,5435.0,58.0,19.0,0.0,277.0,Pho Chhu,83474,4121462660,2.9811764587374294,715.4764727424173,12.094117809744443,12.610588438370648,1.807941176873796,3.0
647,G090324E28041N,PPhgr16_309,90.324,28.041,1.142,5836,5373,5534.0,81.0,17.0,0.0,255.0,Pho Chhu,83517,4121462240,2.6107692260008593,723.923081618089,9.723076967092661,11.202307756130512,1.0236923006864695,2.0
648,G090252E27999N,PPhgr16_329,90.252,27.999,0.056,5579,5425,5499.0,57.0,37.0,11.0,63.0,Pho Chhu,83474,4121462660,2.9811764587374294,715.4764727424173,12.094117809744443,12.610588438370648,1.807941176873796,3.0
649,G090227E27927N,PPhgr16_380,90.227,27.927,0.145,5509,5147,5364.0,59.0,25.0,3.0,265.0,Pho Chhu,83374,4121464520,2.7419999996821085,697.2933390299479,8.6666667620341,10.820666563510894,0.5488666643699011,3.0
650,G090218E27929N,PPhgr16_381,90.218,27.929,0.29,5365,5165,5288.0,50.0,20.0,1.0,257.0,Pho Chhu,83374,4121464520,2.7419999996821085,697.2933390299479,8.6666667620341,10.820666563510894,0.5488666643699011,3.0
651,G090133E28110N,PPhgr16_291,90.133,28.11,0.1,5587,5256,5446.0,70.0,44.0,2.0,168.0,Pho Chhu,83450,4121462930,3.525000015894572,708.2000020345052,16.083333492279053,13.540000001589457,3.5966666614015903,3.0
652,G090203E28120N,PPhgr16_296,90.203,28.12,0.195,5441,5135,5251.0,76.0,34.0,1.0,108.0,Pho Chhu,83474,4121462660,2.9811764587374294,715.4764727424173,12.094117809744443,12.610588438370648,1.807941176873796,3.0
653,G090289E28042N,PPhgr16_318,90.289,28.042,0.039,5528,5374,5450.0,60.0,31.0,4.0,68.0,Pho Chhu,83517,4121462240,2.6107692260008593,723.923081618089,9.723076967092661,11.202307756130512,1.0236923006864695,2.0
654,G090046E28100N,PPhgr16_282,90.046,28.1,0.038,5414,5297,5353.0,57.0,30.0,3.0,142.0,Pho Chhu,83345,4120831430,3.1844444341129727,698.5999891493055,21.377778159247505,14.886666350894505,6.373111138741176,3.0
655,G090142E28023N,PPhgr16_340,90.142,28.023,0.043,5487,5373,5419.0,61.0,25.0,2.0,191.0,Pho Chhu,83450,4121462930,3.525000015894572,708.2000020345052,16.083333492279053,13.540000001589457,3.5966666614015903,3.0
656,G090291E28051N,PPhgr16_319,90.291,28.051,0.047,5422,5216,5314.0,65.0,36.0,4.0,242.0,Pho Chhu,83517,4121462240,2.6107692260008593,723.923081618089,9.723076967092661,11.202307756130512,1.0236923006864695,2.0
657,G090214E27902N,PPhgr16_376,90.214,27.902,0.104,5408,5140,5248.0,55.0,25.0,1.0,247.0,Pho Chhu,83374,4121464520,2.7419999996821085,697.2933390299479,8.6666667620341,10.820666563510894,0.5488666643699011,3.0
658,G090211E27867N,PPhgr16_372,90.211,27.867,0.24,5317,5095,5192.0,58.0,23.0,1.0,229.0,Pho Chhu,83374,4121464520,2.7419999996821085,697.2933390299479,8.6666667620341,10.820666563510894,0.5488666643699011,3.0
659,G090227E27880N,PPhgr16_370,90.227,27.88,0.14,5202,5065,5119.0,52.0,15.0,1.0,286.0,Pho Chhu,83374,4121464520,2.7419999996821085,697.2933390299479,8.6666667620341,10.820666563510894,0.5488666643699011,3.0
660,G090235E27879N,PPhgr16_371,90.235,27.879,0.141,5288,5159,5230.0,52.0,18.0,0.0,181.0,Pho Chhu,83235,4120836360,5.026666634612614,674.5333319769966,15.499999947018093,22.80888917711046,0.7703333298365275,2.0
661,G090234E27900N,PPhgr16_367,90.234,27.9,0.58,5519,5221,5377.0,66.0,21.0,0.0,134.0,Pho Chhu,83235,4120836360,5.026666634612614,674.5333319769966,15.499999947018093,22.80888917711046,0.7703333298365275,2.0
662,G090223E27900N,PPhgr16_377,90.223,27.9,1.196,5613,5090,5354.0,74.0,22.0,0.0,232.0,Pho Chhu,83374,4121464520,2.7419999996821085,697.2933390299479,8.6666667620341,10.820666563510894,0.5488666643699011,3.0
663,G090206E27896N,PPhgr16_374,90.206,27.896,0.11,5276,5096,5171.0,43.0,18.0,0.0,234.0,Pho Chhu,83374,4121464520,2.7419999996821085,697.2933390299479,8.6666667620341,10.820666563510894,0.5488666643699011,3.0
664,G090249E27903N,PPhgr16_365,90.249,27.903,0.298,5460,5179,5327.0,57.0,19.0,0.0,156.0,Pho Chhu,83235,4120836360,5.026666634612614,674.5333319769966,15.499999947018093,22.80888917711046,0.7703333298365275,2.0
665,G090256E27900N,PPhgr16_364,90.256,27.9,0.045,5312,5255,5279.0,39.0,17.0,2.0,209.0,Pho Chhu,83235,4120836360,5.026666634612614,674.5333319769966,15.499999947018093,22.80888917711046,0.7703333298365275,2.0
666,G090262E27838N,PPhgr16_382,90.262,27.838,0.769,5393,5005,5198.0,59.0,19.0,0.0,271.0,Pho Chhu,83235,4120836360,5.026666634612614,674.5333319769966,15.499999947018093,22.80888917711046,0.7703333298365275,2.0
667,G090252E27837N,PPhgr16_383,90.252,27.837,0.033,5237,5122,5181.0,53.0,24.0,1.0,90.0,Pho Chhu,83235,4120836360,5.026666634612614,674.5333319769966,15.499999947018093,22.80888917711046,0.7703333298365275,2.0
668,G090250E27835N,PPhgr16_384,90.25,27.835,0.138,5261,5073,5169.0,47.0,19.0,1.0,271.0,Pho Chhu,83235,4120836360,5.026666634612614,674.5333319769966,15.499999947018093,22.80888917711046,0.7703333298365275,2.0
669,G090244E27832N,PPhgr16_385,90.244,27.832,0.059,5159,5047,5101.0,57.0,25.0,1.0,215.0,Pho Chhu,83235,4120836360,5.026666634612614,674.5333319769966,15.499999947018093,22.80888917711046,0.7703333298365275,2.0
670,G090241E27828N,PPhgr16_386,90.241,27.828,0.026,5164,5078,5110.0,59.0,24.0,3.0,295.0,Pho Chhu,83235,4120836360,5.026666634612614,674.5333319769966,15.499999947018093,22.80888917711046,0.7703333298365275,2.0
671,G090223E27887N,PPhgr16_369,90.223,27.887,0.038,5355,5194,5273.0,49.0,24.0,5.0,241.0,Pho Chhu,83374,4121464520,2.7419999996821085,697.2933390299479,8.6666667620341,10.820666563510894,0.5488666643699011,3.0
672,G090226E27889N,PPhgr16_368,90.226,27.889,0.089,5469,5216,5368.0,53.0,28.0,3.0,234.0,Pho Chhu,83374,4121464520,2.7419999996821085,697.2933390299479,8.6666667620341,10.820666563510894,0.5488666643699011,3.0
673,G090206E27866N,PPhgr16_373,90.206,27.866,0.093,5281,5109,5195.0,61.0,24.0,3.0,252.0,Pho Chhu,83290,4120833800,5.3414285864148825,682.3285784040179,19.95714282989502,23.87857151031494,1.9377142744404932,3.0
674,G089997E28145N,PPhgr16_273,89.997,28.145,28.922,7200,4376,5223.0,82.0,26.0,0.0,186.0,Pho Chhu,83391,4120829950,6.052000010013581,706.3800048828125,11.960000038146973,21.89000008106232,0.7602000147104264,2.0
675,G090054E28124N,PPhgr16_278,90.054,28.124,0.173,5816,5336,5607.0,74.0,45.0,4.0,97.0,Pho Chhu,83450,4121462930,3.525000015894572,708.2000020345052,16.083333492279053,13.540000001589457,3.5966666614015903,3.0
676,G090090E28137N,PPhgr16_285,90.09,28.137,0.56,6854,4920,5759.0,88.0,54.0,1.0,242.0,Pho Chhu,83450,4121462930,3.525000015894572,708.2000020345052,16.083333492279053,13.540000001589457,3.5966666614015903,3.0
677,G090219E28132N,PPhgr16_297,90.219,28.132,9.236,6874,4307,5411.0,88.0,25.0,0.0,158.0,Pho Chhu,83474,4121462660,2.9811764587374294,715.4764727424173,12.094117809744443,12.610588438370648,1.807941176873796,3.0
678,G090107E27986N,PPhgr16_350,90.107,27.986,0.115,5340,5168,5249.0,49.0,20.0,1.0,257.0,Pho Chhu,83345,4120831430,3.1844444341129727,698.5999891493055,21.377778159247505,14.886666350894505,6.373111138741176,3.0
679,G090164E28031N,PPhgr16_336,90.164,28.031,0.098,5342,5119,5210.0,69.0,34.0,3.0,199.0,Pho Chhu,83474,4121462660,2.9811764587374294,715.4764727424173,12.094117809744443,12.610588438370648,1.807941176873796,3.0
680,G090041E28125N,PPhgr16_277,90.041,28.125,2.566,6231,4672,5341.0,78.0,36.0,0.0,203.0,Pho Chhu,83391,4120829950,6.052000010013581,706.3800048828125,11.960000038146973,21.89000008106232,0.7602000147104264,2.0
681,G090018E28137N,PPhgr16_274,90.018,28.137,0.928,6616,5067,5578.0,78.0,38.0,1.0,228.0,Pho Chhu,83391,4120829950,6.052000010013581,706.3800048828125,11.960000038146973,21.89000008106232,0.7602000147104264,2.0
682,G089837E27904N,PPhgr16_184,89.837,27.904,0.027,5070,4983,5027.0,39.0,23.0,3.0,277.0,Pho Chhu,83263,4120833120,2.6760000228881835,675.8200073242188,32.080000495910646,14.681999969482423,6.298400136828422,3.0
683,G089841E27906N,PPhgr16_183,89.841,27.906,0.057,5266,4991,5127.0,74.0,40.0,5.0,109.0,Pho Chhu,83263,4120833120,2.6760000228881835,675.8200073242188,32.080000495910646,14.681999969482423,6.298400136828422,3.0
684,G090211E27898N,PPhgr16_375,90.211,27.898,0.088,5258,4988,5108.0,52.0,26.0,7.0,279.0,Pho Chhu,83374,4121464520,2.7419999996821085,697.2933390299479,8.6666667620341,10.820666563510894,0.5488666643699011,3.0
685,G090218E27811N,PPhgr16_388,90.218,27.811,0.104,5140,4930,5025.0,68.0,32.0,3.0,260.0,Pho Chhu,83235,4120836360,5.026666634612614,674.5333319769966,15.499999947018093,22.80888917711046,0.7703333298365275,2.0
686,G090237E27825N,PPhgr16_387,90.237,27.825,0.051,5163,5044,5096.0,58.0,26.0,5.0,283.0,Pho Chhu,83235,4120836360,5.026666634612614,674.5333319769966,15.499999947018093,22.80888917711046,0.7703333298365275,2.0
687,G090267E28049N,PPhgr16_320,90.267,28.049,0.029,5361,5239,5304.0,51.0,24.0,2.0,282.0,Pho Chhu,83474,4121462660,2.9811764587374294,715.4764727424173,12.094117809744443,12.610588438370648,1.807941176873796,3.0
688,G089426E27677N,WThgr16_38,89.426,27.677,0.024,5555,5339,5461.0,62.0,37.0,6.0,78.0,Thim Chhu,83244,4121467340,2.8309090679342095,673.8818192915483,10.336363705721768,15.340000060471622,0.6423636417497289,2.0
689,G089413E27714N,WThgr16_36,89.413,27.714,0.647,5325,5063,5167.0,56.0,15.0,1.0,66.0,Thim Chhu,83244,4121467340,2.8309090679342095,673.8818192915483,10.336363705721768,15.340000060471622,0.6423636417497289,2.0
690,G089421E27728N,WThgr16_35,89.421,27.728,1.371,5607,5108,5271.0,61.0,13.0,0.0,100.0,Thim Chhu,83244,4121467340,2.8309090679342095,673.8818192915483,10.336363705721768,15.340000060471622,0.6423636417497289,2.0
691,G089530E27749N,WThgr16_41,89.53,27.749,0.184,5418,5145,5286.0,59.0,28.0,1.0,249.0,Thim Chhu,83244,4121467340,2.8309090679342095,673.8818192915483,10.336363705721768,15.340000060471622,0.6423636417497289,2.0
692,G089535E27758N,WThgr16_42,89.535,27.758,0.175,5317,5138,5222.0,45.0,14.0,0.0,71.0,Thim Chhu,83244,4121467340,2.8309090679342095,673.8818192915483,10.336363705721768,15.340000060471622,0.6423636417497289,2.0
693,G089427E27670N,WThgr16_39,89.427,27.67,0.83,5581,4937,5259.0,74.0,25.0,0.0,89.0,Thim Chhu,83134,4120842400,3.641428589820862,659.2857230050223,10.914285659790039,18.39571441922869,0.5768571293779781,2.0
694,G089412E27699N,WThgr16_37,89.412,27.699,0.564,5314,5068,5179.0,69.0,18.0,0.0,83.0,Thim Chhu,83244,4121467340,2.8309090679342095,673.8818192915483,10.336363705721768,15.340000060471622,0.6423636417497289,2.0
695,G089560E27787N,WThgr16_44,89.56,27.787,0.232,5704,5407,5563.0,82.0,40.0,1.0,161.0,Thim Chhu,83244,4121467340,2.8309090679342095,673.8818192915483,10.336363705721768,15.340000060471622,0.6423636417497289,2.0
696,G089555E27787N,WThgr16_43,89.555,27.787,0.173,5662,5294,5499.0,62.0,31.0,3.0,184.0,Thim Chhu,83244,4121467340,2.8309090679342095,673.8818192915483,10.336363705721768,15.340000060471622,0.6423636417497289,2.0
697,G089567E27787N,WThgr16_45,89.567,27.787,0.108,5613,5445,5529.0,77.0,33.0,1.0,204.0,Thim Chhu,83244,4121467340,2.8309090679342095,673.8818192915483,10.336363705721768,15.340000060471622,0.6423636417497289,2.0
698,G089575E27786N,WThgr16_46,89.575,27.786,0.268,5777,5484,5651.0,73.0,33.0,1.0,186.0,Thim Chhu,83244,4121467340,2.8309090679342095,673.8818192915483,10.336363705721768,15.340000060471622,0.6423636417497289,2.0
699,G089575E27782N,WThgr16_47,89.575,27.782,0.103,5492,5161,5338.0,72.0,42.0,3.0,229.0,Thim Chhu,83244,4121467340,2.8309090679342095,673.8818192915483,10.336363705721768,15.340000060471622,0.6423636417497289,2.0
700,G089481E27770N,WThgr16_40,89.481,27.77,0.043,5349,5205,5298.0,51.0,27.0,2.0,271.0,Thim Chhu,83244,4121467340,2.8309090679342095,673.8818192915483,10.336363705721768,15.340000060471622,0.6423636417497289,2.0
